Variable / Field Name,Form Name,Section Header,Field Type,Field Label,"Choices, Calculations, OR Slider Labels",Field Note,Text Validation Type OR Show Slider Number,Text Validation Min,Text Validation Max,Identifier?,Branching Logic (Show field only if...),Required Field?,Custom Alignment,Question Number (surveys only),Matrix Group Name,Matrix Ranking?,Field Annotation,OMOP concept_name,domain_id,vocabulary_id,standard_concept,concept_code,concept_id
gad7rstlessscl,sup_gad7_minus_gad2_heal,,radio,Being so restless that it's hard to sit still,"0, Not at all sure | 1, Several days | 2, Over half the days | 3, Nearly every day",,,,,,,,,,gad_sc,,"C3641375,  C0003467, C3641309",,,,,,
gad7easyannoyedscl,sup_gad7_minus_gad2_heal,,radio,Becoming easily annoyed or irritable,"0, Not at all sure | 1, Several days | 2, Over half the days | 3, Nearly every day",,,,,,,,,,gad_sc,,"C3641376,  C0003467, C3641309",,,,,,
gad7feelafrdscl,sup_gad7_minus_gad2_heal,,radio,Feeling afraid as if something awful might happen,"0, Not at all sure | 1, Several days | 2, Over half the days | 3, Nearly every day",,,,,,,,,,gad_sc,,"C3641377,  C0003467, C3641309",,,,,,
gad7totscore,sup_gad7_minus_gad2_heal,,calc,Total Score,"sum([gad2feelnervscale], [gad2notstopwryscale], [gad7wrytoomchscl], [gad7troubrelxscl], [gad7rstlessscl], [gad7easyannoyedscl], [gad7feelafrdscl])",,,,,,,,,,,," @HIDDEN, C0003467, C3641309, C3830059",,,,,,
bpipainothrevrdykdindcode,supbpi_sf_24h_no_map,,yesno,"Throughout our lives most of us have had pain from time to time (such as minor headaches, sprains, toothaches). Have you had pain other than these everyday kinds of pain in the last week?",,,,,,,,,,,,,"C0150055, C1511326",,,,,,
bpiwrstpnlast24hrtngscl,supbpi_sf_24h_no_map,,radio,Please rate your pain by choosing the number that best describes your pain at its worse in the last 24 hours.,"0, 0 = no pain | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10  = Pain as bad as you can imagine",,,,,,,,,,,,"C0150055, C1511326",,,,,,
bpileastpnlst24hrtngscl,supbpi_sf_24h_no_map,,radio,Please rate your pain by choosing the number that best describes your pain at its least in the last 24 hours.,"0, 0 = no pain | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10  = Pain as bad as you can imagine",,,,,,,,,,,,"C0150055, C1511326",,,,,,
bpiavgpainrtngscl,supbpi_sf_24h_no_map,,radio,Please rate your pain by choosing the number that best describes your pain on the average.,"0, 0 = no pain | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10  = Pain as bad as you can imagine",,,,,,,,,,,,"C0150055, C1511326",,,,,,
bpicurrentpainrtngscl,supbpi_sf_24h_no_map,,radio,Please rate your pain by choosing the number that tells how much pain you have right now.,"0, 0 = no pain | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10  = Pain as bad as you can imagine",,,,,,,,,,,,"C0150055, C1511326",,,,,,
bpipaintreatmntrecvtxt,supbpi_sf_24h_no_map,,notes,What treatments or medications are you receiving for pain?,,,,,,,,,,,,,"C0150055, C1511326",,,,,,
bpipaintreatmntrelfscl,supbpi_sf_24h_no_map,,radio,In the last 24 hours how much relief have pain treatments or medications provided? Please choose the percentage that most shows how much relief you have received.,"1, 0 % = No relief | 10, 10 % | 20, 20 % | 30, 30 % | 40, 40 % | 50, 50 % | 60, 60 % | 70, 70 % | 80, 80 % | 90, 90 % | 91, 100 % = Complete relief",,,,,,,,,,,,"C0150055, C1511326",,,,,,
bpipainintfrgnrlactvtyscl,supbpi_sf_24h_no_map,"Mark the box beside the number that describes how, during the past 24 hours, pain has interfered with your:
",radio,General activity,"0, 0 = does not interfere | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 = completely interferes",,,,,,,,,,bpi_question9,,"C0150055, C1511326",,,,,,
bpipainintfrmoodscl,supbpi_sf_24h_no_map,,radio,Mood,"0, 0 = does not interfere | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 = completely interferes",,,,,,,,,,bpi_question9,,"C0150055, C1511326",,,,,,
bpipainintfrwlkablscl,supbpi_sf_24h_no_map,,radio,Walking Ability,"0, 0 = does not interfere | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 = completely interferes",,,,,,,,,,bpi_question9,,"C0150055, C1511326",,,,,,
bpipainnrmlwrkintrfrscl,supbpi_sf_24h_no_map,,radio,Normal work,"0, 0 = does not interfere | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 = completely interferes",,,,,,,,,,bpi_question9,,"C0150055, C1511326",,,,,,
bpipainrelationsintrfrscl,supbpi_sf_24h_no_map,,radio,Relations with other people,"0, 0 = does not interfere | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 = completely interferes",,,,,,,,,,bpi_question9,,"C0150055, C1511326",,,,,,
bpipainsleepintrfrscl,supbpi_sf_24h_no_map,,radio,Sleep,"0, 0 = does not interfere | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 = completely interferes",,,,,,,,,,bpi_question9,,"C0150055, C1511326",,,,,,
bpipainenjoymntintrfrscl,supbpi_sf_24h_no_map,,radio,Enjoyment of life,"0, 0 = does not interfere | 1, 1 | 2, 2 | 3, 3 | 4, 4 | 5, 5 | 6, 6 | 7, 7 | 8, 8 | 9, 9 | 10, 10 = completely interferes",,,,,,,,,,bpi_question9,,"C0150055, C1511326",,,,,,
pcl5rptdisturbmemoryscl,supptsd_checklist_for_dsm5_pcl,"In the past month, how much were you bothered by: ",radio,"Repeated, disturbing, and unwanted memories of the stressful experience?","0, Not at all | 1, A little bit | 2, Moderately | 3, Quite a bit | 4, Extremely",,,,,,,,,,pcl5_matrix,,"C0237932, C3714660",,,,,,
pcl5rptdisturbdreamsscl,supptsd_checklist_for_dsm5_pcl,,radio,"Repeated, disturbing dreams of the stressful experience?","0, Not at all | 1, A little bit | 2, Moderately | 3, Quite a bit | 4, Extremely",,,,,,,,,,pcl5_matrix,,"C0237932, C3714660",,,,,,
pcl5suddenhappenagainscl,supptsd_checklist_for_dsm5_pcl,,radio,Suddenly feeling or acting as if the stressful experience were actually happening again (as if you were actually back there reliving it)?,"0, Not at all | 1, A little bit | 2, Moderately | 3, Quite a bit | 4, Extremely",,,,,,,,,,pcl5_matrix,,"C0237932, C3714660",,,,,,
pcl5upsetremindscl,supptsd_checklist_for_dsm5_pcl,,radio,Feeling very upset when something reminded you of the stressful experience?,"0, Not at all | 1, A little bit | 2, Moderately | 3, Quite a bit | 4, Extremely",,,,,,,,,,pcl5_matrix,,"C0237932, C3714660",,,,,,
pcl5strngphysreactscl,supptsd_checklist_for_dsm5_pcl,,radio,"Having strong physical reactions when something reminded you of the stressful experience (for example, heart pounding, trouble breathing, sweating)?","0, Not at all | 1, A little bit | 2, Moderately | 3, Quite a bit | 4, Extremely",,,,,,,,,,pcl5_matrix,,"C0237932, C3714660",,,,,,
pcl5avoidmemoryscl,supptsd_checklist_for_dsm5_pcl,,radio,"Avoiding memories, thoughts, or feelings related to the stressful experience?","0, Not at all | 1, A little bit | 2, Moderately | 3, Quite a bit | 4, Extremely",,,,,,,,,,pcl5_matrix,,"C0237932, C3714660",,,,,,
pcl5avoidexternalrmndscl,supptsd_checklist_for_dsm5_pcl,,radio,"Avoiding external reminders of the stressful experience (for example, people, places, conversations, activities, objects, or situations)?","0, Not at all | 1, A little bit | 2, Moderately | 3, Quite a bit | 4, Extremely",,,,,,,,,,pcl5_matrix,,"C0237932, C3714660",,,,,,
pcl5trblremembimptscl,supptsd_checklist_for_dsm5_pcl,,radio,Trouble remembering important parts of the stressful experience?,"0, Not at all | 1, A little bit | 2, Moderately | 3, Quite a bit | 4, Extremely",,,,,,,,,,pcl5_matrix,,"C0237932, C3714660",,,,,,
pcl5strngnegbeliefscl,supptsd_checklist_for_dsm5_pcl,,radio,"Having strong negative beliefs about yourself, other people, or the world (for example, having thoughts such as: I am bad, there is something seriously wrong with me, no one can be trusted, the world is completely dangerous)?","0, Not at all | 1, A little bit | 2, Moderately | 3, Quite a bit | 4, Extremely",,,,,,,,,,pcl5_matrix,,"C0237932, C3714660",,,,,,
pcl5blamingscl,supptsd_checklist_for_dsm5_pcl,,radio,Blaming yourself or someone else for the stressful experience or what happened after it?,"0, Not at all | 1, A little bit | 2, Moderately | 3, Quite a bit | 4, Extremely",,,,,,,,,,pcl5_matrix,,"C0237932, C3714660",,,,,,
pcl5strongnegfeelscl,supptsd_checklist_for_dsm5_pcl,,radio,"Having strong negative feelings such as fear, horror, anger, guilt, or shame?","0, Not at all | 1, A little bit | 2, Moderately | 3, Quite a bit | 4, Extremely",,,,,,,,,,pcl5_matrix,,"C0237932, C3714660",,,,,,
pcl5lossintrstactivscl,supptsd_checklist_for_dsm5_pcl,,radio,Loss of interest in activities that you used to enjoy?,"0, Not at all | 1, A little bit | 2, Moderately | 3, Quite a bit | 4, Extremely",,,,,,,,,,pcl5_matrix,,"C0237932, C3714660",,,,,,
pcl5feeldistantscl,supptsd_checklist_for_dsm5_pcl,,radio,Feeling distant or cut off from other people?,"0, Not at all | 1, A little bit | 2, Moderately | 3, Quite a bit | 4, Extremely",,,,,,,,,,pcl5_matrix,,"C0237932, C3714660",,,,,,
pcl5trblexperposscl,supptsd_checklist_for_dsm5_pcl,,radio,"Trouble experiencing positive feelings (for example, being unable to feel happiness or have loving feelings for people close to you)?","0, Not at all | 1, A little bit | 2, Moderately | 3, Quite a bit | 4, Extremely",,,,,,,,,,pcl5_matrix,,"C0237932, C3714660",,,,,,
pcl5irritbehavscl,supptsd_checklist_for_dsm5_pcl,,radio,"Irritable behavior, angry outbursts, or acting aggressively?","0, Not at all | 1, A little bit | 2, Moderately | 3, Quite a bit | 4, Extremely",,,,,,,,,,pcl5_matrix,,"C0237932, C3714660",,,,,,
pcl5takingriskscl,supptsd_checklist_for_dsm5_pcl,,radio,Taking too many risks or doing things that could cause you harm?,"0, Not at all | 1, A little bit | 2, Moderately | 3, Quite a bit | 4, Extremely",,,,,,,,,,pcl5_matrix,,"C0237932, C3714660",,,,,,
pcl5superalertscl,supptsd_checklist_for_dsm5_pcl,,radio,"Being ""superalert"" or watchful or on guard?","0, Not at all | 1, A little bit | 2, Moderately | 3, Quite a bit | 4, Extremely",,,,,,,,,,pcl5_matrix,,"C0237932, C3714660",,,,,,
pcl5feelingjumpyscl,supptsd_checklist_for_dsm5_pcl,,radio,Feeling jumpy or easily startled?,"0, Not at all | 1, A little bit | 2, Moderately | 3, Quite a bit | 4, Extremely",,,,,,,,,,pcl5_matrix,,"C0237932, C3714660",,,,,,
pcl5diffconcenscl,supptsd_checklist_for_dsm5_pcl,,radio,Having difficulty concentrating?,"0, Not at all | 1, A little bit | 2, Moderately | 3, Quite a bit | 4, Extremely",,,,,,,,,,pcl5_matrix,,"C0237932, C3714660",,,,,,
pcl5sleepdifcltyscl,supptsd_checklist_for_dsm5_pcl,,radio,Trouble falling or staying asleep?,"0, Not at all | 1, A little bit | 2, Moderately | 3, Quite a bit | 4, Extremely",,,,,,,,,,pcl5_matrix,,"C0237932, C3714660",,,,,,
pcl5totalscore,supptsd_checklist_for_dsm5_pcl,,calc,Total symptom severity score,"sum([pcl5rptdisturbmemoryscl], [pcl5rptdisturbdreamsscl], [pcl5suddenhappenagainscl], [pcl5upsetremindscl], [pcl5strngphysreactscl], [pcl5avoidmemoryscl], [pcl5avoidexternalrmndscl], [pcl5trblremembimptscl], [pcl5strngnegbeliefscl], [pcl5blamingscl], [pcl5strongnegfeelscl], [pcl5lossintrstactivscl], [pcl5feeldistantscl], [pcl5trblexperposscl],  [pcl5irritbehavscl], [pcl5takingriskscl], [pcl5superalertscl], [pcl5feelingjumpyscl], [pcl5diffconcenscl], [pcl5sleepdifcltyscl])",,,,,,,,,,,," @HIDDEN, C0237932, C3714660",,,,,,
pcl5clusterbscore,supptsd_checklist_for_dsm5_pcl,,calc,Symptom Cluster B Score,"sum([pcl5rptdisturbmemoryscl], [pcl5rptdisturbdreamsscl], [pcl5suddenhappenagainscl], [pcl5upsetremindscl], [pcl5strngphysreactscl])",,,,,,,,,,,," @HIDDEN, C0237932, C3714660",,,,,,
pcl5clustercscoresymptom_cluster_c_score,supptsd_checklist_for_dsm5_pcl,,calc,Symptom Cluster C Score,"sum([pcl5avoidmemoryscl], [pcl5avoidexternalrmndscl])",,,,,,,,,,,," @HIDDEN, C0237932, C3714660",,,,,,
pcl5clusterdscore,supptsd_checklist_for_dsm5_pcl,,calc,Symptom Cluster D Score,"sum([pcl5trblremembimptscl], [pcl5strngnegbeliefscl], [pcl5blamingscl], [pcl5strongnegfeelscl], [pcl5lossintrstactivscl], [pcl5feeldistantscl], [pcl5trblexperposscl])",,,,,,,,,,,," @HIDDEN, C0237932, C3714660",,,,,,
pcl5clusterescore,supptsd_checklist_for_dsm5_pcl,,calc,"Symptom Cluster E Score
","sum([pcl5sleepdifcltyscl], [pcl5diffconcenscl], [pcl5feelingjumpyscl], [pcl5superalertscl], [pcl5takingriskscl], [pcl5irritbehavscl])",,,,,,,,,,,," @HIDDEN, C0237932, C3714660",,,,,,
stigpoorcharacter,supimpowr_stigmadiscrimination,"As you see it now, please rate how often you have the thoughts or experiences listed below. Use the scale below to make your choice. ",radio,I have the thought that a major reason for my problems with substances is my own poor character.,"1, Never or almost never | 2, Rarely | 3, Sometimes | 4, Often | 5, Very often",,,,,,,,,,impwr_stigma,,"C3825632, C1705534, C0548865",,,,,,
stigshouldashamed,supimpowr_stigmadiscrimination,,radio,I have the thought that I should be ashamed of myself.,"1, Never or almost never | 2, Rarely | 3, Sometimes | 4, Often | 5, Very often",,,,,,,,,,impwr_stigma,,"C3825632, C1705534, C0548865",,,,,,
stigdeserve,supimpowr_stigmadiscrimination,,radio,I have the thought that I deserve the bad things that have happened to me.,"1, Never or almost never | 2, Rarely | 3, Sometimes | 4, Often | 5, Very often",,,,,,,,,,impwr_stigma,,"C3825632, C1705534, C0548865",,,,,,
stiguntrustworthy,supimpowr_stigmadiscrimination,,radio,I have the thought that I can't be trusted.,"1, Never or almost never | 2, Rarely | 3, Sometimes | 4, Often | 5, Very often",,,,,,,,,,impwr_stigma,,"C3825632, C1705534, C0548865",,,,,,
stiginferior,supimpowr_stigmadiscrimination,,radio,I feel inferior to people who have never had a problem with substances.,"1, Never or almost never | 2, Rarely | 3, Sometimes | 4, Often | 5, Very often",,,,,,,,,,impwr_stigma,,"C3825632, C1705534, C0548865",,,,,,
stigoutofplace,supimpowr_stigmadiscrimination,,radio,I feel out of place in the world because of my problems with substances.,"1, Never or almost never | 2, Rarely | 3, Sometimes | 4, Often | 5, Very often",,,,,,,,,,impwr_stigma,,"C3825632, C1705534, C0548865",,,,,,
stigscreweduplife,supimpowr_stigmadiscrimination,,radio,I have the thought that I've permanently screwed up my life by using drugs.,"1, Never or almost never | 2, Rarely | 3, Sometimes | 4, Often | 5, Very often",,,,,,,,,,impwr_stigma,,"C3825632, C1705534, C0548865",,,,,,
stigfeelashamed,supimpowr_stigmadiscrimination,,radio,I feel ashamed of myself.,"1, Never or almost never | 2, Rarely | 3, Sometimes | 4, Often | 5, Very often",,,,,,,,,,impwr_stigma,,"C3825632, C1705534, C0548865",,,,,,
suptxrecdyn,suptreatment_satisfaction,,yesno,Have you received any substance use treatment in the past 90 days (since last assessment)?  ,,,,,,,,,,,,,"C4018915, C4704785",,,,,,
suptxorganized,suptreatment_satisfaction,"Considering the substance use treatment from your most recent substance treatment provider in the past 90 days (since your last assessment), please indicate how much you agree with each of the following statements.",radio,The provider is organized and well-run,"1, Strongly agree | 2, Moderately agree | 3, Agree somewhat | 4, Agree a little | 5, Do not agree at all",,,,,,[suptxrecdyn] = '1',,,,ts_matrix,,"C4018915, C4704785",,,,,,
suptxsatisfied,suptreatment_satisfaction,,radio,You are satisfied with this provider,"1, Strongly agree | 2, Moderately agree | 3, Agree somewhat | 4, Agree a little | 5, Do not agree at all",,,,,,[suptxrecdyn] = '1',,,,ts_matrix,,"C4018915, C4704785",,,,,,
suptxefficient,suptreatment_satisfaction,,radio,The staff are efficient at doing their job,"1, Strongly agree | 2, Moderately agree | 3, Agree somewhat | 4, Agree a little | 5, Do not agree at all",,,,,,[suptxrecdyn] = '1',,,,ts_matrix,,"C4018915, C4704785",,,,,,
suptxperscounsel,suptreatment_satisfaction,,radio,You can get plenty of personal counseling at this provider,"1, Strongly agree | 2, Moderately agree | 3, Agree somewhat | 4, Agree a little | 5, Do not agree at all",,,,,,[suptxrecdyn] = '1',,,,ts_matrix,,"C4018915, C4704785",,,,,,
suptxmedoud,suptreatment_satisfaction,,radio,You can get plenty of medication assistance for opioid use at this provider,"1, Strongly agree | 2, Moderately agree | 3, Agree somewhat | 4, Agree a little | 5, Do not agree at all",,,,,,[suptxrecdyn] = '1',,,,ts_matrix,,"C4018915, C4704785",,,,,,
suptxoverall,suptreatment_satisfaction,,calc,Overall score,"mean([suptxorganized], [suptxsatisfied], [suptxefficient], [suptxperscounsel], [suptxmedoud])",,,,,,,,,,,," @HIDDEN, C4018915, C4704785",,,,,,
barc10_1,supbarc10_recovery_capital,Please indicate your levelof agreement with the following statements.,radio,There are more important things to me in life than using substances.,"1, Strongly Disagree | 2, Disagree | 3, Somewhat Disagree | 4, Somewhat Agree | 5, Agree | 6, Strongly Agree",,,,,,,,,,barc10_matrix,,"C1705534, C0006909",,,,,,
barc10_2,supbarc10_recovery_capital,,radio,In general I am happy with my life.,"1, Strongly Disagree | 2, Disagree | 3, Somewhat Disagree | 4, Somewhat Agree | 5, Agree | 6, Strongly Agree",,,,,,,,,,barc10_matrix,,"C1705534, C0006909",,,,,,
barc10_3,supbarc10_recovery_capital,,radio,I have enough energy to complete the tasks I set myself.,"1, Strongly Disagree | 2, Disagree | 3, Somewhat Disagree | 4, Somewhat Agree | 5, Agree | 6, Strongly Agree",,,,,,,,,,barc10_matrix,,"C1705534, C0006909",,,,,,
barc10_4,supbarc10_recovery_capital,,radio,I am proud of the community I live in and feel part of it.,"1, Strongly Disagree | 2, Disagree | 3, Somewhat Disagree | 4, Somewhat Agree | 5, Agree | 6, Strongly Agree",,,,,,,,,,barc10_matrix,,"C1705534, C0006909",,,,,,
barc10_5,supbarc10_recovery_capital,,radio,I get lots of support from friends.,"1, Strongly Disagree | 2, Disagree | 3, Somewhat Disagree | 4, Somewhat Agree | 5, Agree | 6, Strongly Agree",,,,,,,,,,barc10_matrix,,"C1705534, C0006909",,,,,,
barc10_6,supbarc10_recovery_capital,,radio,I regard my life as challenging and fulfilling without the need for using drugs or alcohol.,"1, Strongly Disagree | 2, Disagree | 3, Somewhat Disagree | 4, Somewhat Agree | 5, Agree | 6, Strongly Agree",,,,,,,,,,barc10_matrix,,"C1705534, C0006909",,,,,,
barc10_7,supbarc10_recovery_capital,,radio,My living space has helped to drive my recovery journey.,"1, Strongly Disagree | 2, Disagree | 3, Somewhat Disagree | 4, Somewhat Agree | 5, Agree | 6, Strongly Agree",,,,,,,,,,barc10_matrix,,"C1705534, C0006909",,,,,,
barc10_8,supbarc10_recovery_capital,,radio,I take full responsibility for my actions.,"1, Strongly Disagree | 2, Disagree | 3, Somewhat Disagree | 4, Somewhat Agree | 5, Agree | 6, Strongly Agree",,,,,,,,,,barc10_matrix,,"C1705534, C0006909",,,,,,
barc10_9,supbarc10_recovery_capital,,radio,I am happy dealing with a range of professional people.,"1, Strongly Disagree | 2, Disagree | 3, Somewhat Disagree | 4, Somewhat Agree | 5, Agree | 6, Strongly Agree",,,,,,,,,,barc10_matrix,,"C1705534, C0006909",,,,,,
barc10_10,supbarc10_recovery_capital,,radio,I am making good progress on my recovery journey.,"1, Strongly Disagree | 2, Disagree | 3, Somewhat Disagree | 4, Somewhat Agree | 5, Agree | 6, Strongly Agree",,,,,,,,,,barc10_matrix,,"C1705534, C0006909",,,,,,
barc10_total,supbarc10_recovery_capital,,calc,Total score,"sum([barc10_1], [barc10_2], [barc10_3], [barc10_4], [barc10_5], [barc10_6],[barc10_7], [barc10_8], [barc10_9], [barc10_10])",,,,,,,,,,,," @HIDDEN, C1705534, C0006909",,,,,,
bsssacred,supspirituality,"Each of the items below may be something you have or have not experienced. Think about how often you have had each experience rather than whether you should or should not have had these experiences. 

A number of items use the work 'Creator'. If there is another word that calls to mind the divine or holy for you, please use that word instead.",radio,I believe life is sacred,"5, Many times a Day | 4, Every Day | 3, Most Days | 2, Some Days | 1, Once in a While | 0, Never or Almost Never",,,,,,,,,,spirituality,,C1511536,,,,,,
bssvalue,supspirituality,,radio,I value my life and everyone's around me,"5, Many times a Day | 4, Every Day | 3, Most Days | 2, Some Days | 1, Once in a While | 0, Never or Almost Never",,,,,,,,,,spirituality,,C1511536,,,,,,
bssrelated,supspirituality,,radio,All things are related to one another,"5, Many times a Day | 4, Every Day | 3, Most Days | 2, Some Days | 1, Once in a While | 0, Never or Almost Never",,,,,,,,,,spirituality,,C1511536,,,,,,
bsspray,supspirituality,,radio,I pray to Creator/ancestors/higher power,"5, Many times a Day | 4, Every Day | 3, Most Days | 2, Some Days | 1, Once in a While | 0, Never or Almost Never",,,,,,,,,,spirituality,,C1511536,,,,,,
bssthanks,supspirituality,,radio,"In the evening, I express thanks","5, Many times a Day | 4, Every Day | 3, Most Days | 2, Some Days | 1, Once in a While | 0, Never or Almost Never",,,,,,,,,,spirituality,,C1511536,,,,,,
bssstrength,supspirituality,,radio,I find strength in my faith and spirituality,"5, Many times a Day | 4, Every Day | 3, Most Days | 2, Some Days | 1, Once in a While | 0, Never or Almost Never",,,,,,,,,,spirituality,,C1511536,,,,,,
bssparticipate,supspirituality,,radio,I participate in cultural/faith related activities,"5, Many times a Day | 4, Every Day | 3, Most Days | 2, Some Days | 1, Once in a While | 0, Never or Almost Never",,,,,,,,,,spirituality,,C1511536,,,,,,
bsstouched,supspirituality,,radio,I am spiritually touched by participating in my faith,"5, Many times a Day | 4, Every Day | 3, Most Days | 2, Some Days | 1, Once in a While | 0, Never or Almost Never",,,,,,,,,,spirituality,,C1511536,,,,,,
bssalive,supspirituality,,radio,I believe everything is alive with a spirit,"5, Many times a Day | 4, Every Day | 3, Most Days | 2, Some Days | 1, Once in a While | 0, Never or Almost Never",,,,,,,,,,spirituality,,C1511536,,,,,,
bssunderstanding,supspirituality,,radio,I feel thankful for my understanding of my faith and beliefs,"5, Many times a Day | 4, Every Day | 3, Most Days | 2, Some Days | 1, Once in a While | 0, Never or Almost Never",,,,,,,,,,spirituality,,C1511536,,,,,,
utilpcpvisit,sup_health_service_utilization_economic_analysis,"During the past 6 months, how many...",text,"...times have you seen a primary care provider (physician, nurse, nurse practitioner, or physician's assistant)?    ",,,number,,,,,,,,,,"C1511536, C5447469, C0679922",,,,,,
utilphysspecvisit,sup_health_service_utilization_economic_analysis,,text,"...times have you seen another kind of health professional for your physical health (specialty doctor, physical therapist, acupuncture, massage providers, etc.)? ",,,,,,,,,,,,,"C1511536, C5447469, C0679922",,,,,,
utilphysspecpain,sup_health_service_utilization_economic_analysis,,text,...times have you seen pain specialty doctor?,,,number,,,,,,,,,,"C1511536, C5447469, C0679922, C0150055",,,,,,
utilphysspecmassage,sup_health_service_utilization_economic_analysis,,text,...times have you seen massage therapist or acupuncturist?,,,number,,,,,,,,,,"C1511536, C5447469, C0679922, C0394664",,,,,,
utilphysspecpt,sup_health_service_utilization_economic_analysis,,text,...times have you seen physical therapist?,,,number,,,,,,,,,,"C1511536, C5447469, C0679922, C0949766",,,,,,
utilphysspecother,sup_health_service_utilization_economic_analysis,,text,...times have you seen another type of healthcare professional to manage your pain?,,,,,,,,,,,,,"C1511536, C5447469, C0679922, C0150055",,,,,,
utilpcptelehlth,sup_health_service_utilization_economic_analysis,,text,"How many of the times that you saw a primary care provider (physician, nurse, nurse practitioner, or physician's assistant) did you participate via telehealth (phone, computer or tablet)?",,,,,,,[utilpcpvisit] > 0,,,,,,"C1511536, C5447469, C0679922,  C1328956",,,,,,
utilphysspectelehlth,sup_health_service_utilization_economic_analysis,,text,"How many of the  times you saw another kind of health professional for your physical health (specialty doctor, physical therapist, acupuncture, massage providers, etc.) did you participate via telehealth (phone, computer or tablet)?",,,,,,,[utilphysspecvisit] > 0,,,,,,"C1511536, C5447469, C0679922,  C1328956",,,,,,
utilopmhsudays,sup_health_service_utilization_economic_analysis,"For completing the next survey, please read over the definitions provided below.
•Intensive outpatient (IOP): an intensive outpatient program, or IOP, doesn't require living at a facility. However, it demands more time and attention than a regular outpatient program. Think of an IOP as a bridge between inpatient rehab and outpatient therapy.
•Outpatient: Outpatient programs tend to be several days a week of group or individual  therapy, recreational activities, and more. They are often the last step after you have completed the other levels of care, and have no residential requirements. 
During the past 6 months, how many...",text,...days did you participate in any outpatient treatment program for mental health and/or substance use?,,,number,,,,,,,,,,"C1511536, C5447469, C0679922",,,,,,
utilopmhsuindiv,sup_health_service_utilization_economic_analysis,How many of these days...,text,...did you participate in individual therapy (not IOP)?,,,number,,,,,,,,,,"C1511536, C5447469, C0679922",,,,,,
utilopmhsugroup,sup_health_service_utilization_economic_analysis,,text,...did you participate in group therapy (not IOP)?,,,number,,,,,,,,,,"C1511536, C5447469, C0679922",,,,,,
utilopmhsuiop,sup_health_service_utilization_economic_analysis,,text,...did you participate in an intensive outpatient program (IOP)?,,,number,,,,,,,,,,"C1511536, C5447469, C0679922",,,,,,
utilopmhsumed,sup_health_service_utilization_economic_analysis,,text,"...were for medication management only (e.g., medication adjustment or refills)?",,,number,,,,,,,,,,"C1511536, C5447469, C0679922",,,,,,
utilmutual,sup_health_service_utilization_economic_analysis,"During the past 6 months, how many...",text,"...times have you attended a mutual-help group meeting (e.g., AA, CA, NA, or Smart Recovery)?",,,number,,,,,,,,,,"C1511536, C5447469, C0679922",,,,,,
utilquitline,sup_health_service_utilization_economic_analysis,,text,...times have you called a quitline or a referral service to look for help with a substance use or mental health issue?,,,number,,,,,,,,,,"C1511536, C5447469, C0679922",,,,,,
utiljobreadiness,sup_health_service_utilization_economic_analysis,,text,"...times have you received job readiness services (e.g., Jobs Readiness Programs (Paths to Empowerment (P2E) Program via MASSHIRE, or specialized occupational training (e.g. Introduction to IT (Computers), Food Service/Culinary Arts, Commercial Cleaning, Office Skills, Construction Services, Customer Service, Personal Fitness Instructor Training, Commercial Truck Driving, HVAC and Refrigeration, Carpentry Services)?",,,,,,,,,,,,,"C1511536, C5447469, C0679922",,,,,,
utileducsuppt,sup_health_service_utilization_economic_analysis,,text,"...have you received educational support services (e.g. Springfield Adult Learning Center (SALC), free education to earn a High School Equivalency Certificate (HSE) which includes preparing for a GED or a HiSET exam)?",,,number,,,,,,,,,,"C1511536, C5447469, C0679922",,,,,,
utilfood,sup_health_service_utilization_economic_analysis,,text,"...times have you received food from a food bank (e.g., Worcester County Food Bank, Open Pantry Community Services, Inc., Greater Westfield Emergency Food Pantry, Inc., The Food Bank of Western Massachusetts - the Mobile Food Bank, or others)?",,,number,,,,,,,,,,"C1511536, C5447469, C0679922",,,,,,
